id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,outcome
20659,30,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,210,1,999,1,failure,-1.1,94.199,-37.5,0.88,4963.6,no
20660,46,services,married,university.degree,no,yes,no,cellular,sep,wed,630,1,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,yes
20661,32,blue-collar,married,basic.4y,no,no,no,cellular,sep,wed,830,2,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,yes
20662,31,student,single,unknown,no,unknown,unknown,cellular,sep,wed,708,2,6,2,success,-1.1,94.199,-37.5,0.88,4963.6,yes
20663,27,student,divorced,unknown,no,no,no,telephone,sep,wed,9,1,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,no
20664,28,management,single,university.degree,no,yes,no,cellular,sep,wed,358,3,6,1,success,-1.1,94.199,-37.5,0.88,4963.6,yes
20665,32,blue-collar,married,basic.4y,no,no,no,telephone,sep,wed,606,3,3,4,success,-1.1,94.199,-37.5,0.88,4963.6,yes
20666,45,unemployed,married,high.school,no,no,no,cellular,sep,wed,1081,2,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,yes
20667,26,admin.,single,university.degree,no,yes,no,telephone,sep,wed,9,1,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,no
20668,80,retired,divorced,basic.4y,no,yes,no,telephone,sep,thu,378,4,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20669,38,technician,single,professional.course,no,yes,no,cellular,sep,thu,284,3,22,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20670,83,retired,divorced,basic.4y,no,yes,no,cellular,sep,thu,405,3,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20671,29,admin.,single,high.school,no,yes,no,cellular,sep,thu,216,1,6,2,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20672,60,admin.,married,professional.course,no,yes,yes,cellular,sep,thu,261,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20673,45,unemployed,married,professional.course,unknown,no,no,telephone,sep,thu,1405,1,6,2,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20674,45,unemployed,married,professional.course,unknown,no,no,cellular,sep,thu,679,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20675,27,technician,single,university.degree,no,yes,no,cellular,sep,thu,404,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20676,27,technician,single,university.degree,no,yes,no,cellular,sep,thu,530,1,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20677,38,technician,single,professional.course,no,no,no,cellular,sep,thu,430,4,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20678,33,admin.,married,high.school,no,yes,no,cellular,sep,thu,202,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20679,58,technician,married,professional.course,no,yes,no,cellular,sep,thu,156,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20680,37,admin.,single,university.degree,no,no,no,cellular,sep,thu,209,1,3,4,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20681,33,admin.,single,university.degree,no,yes,no,cellular,sep,thu,761,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20682,65,technician,married,professional.course,no,no,no,cellular,sep,thu,263,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20683,26,technician,single,basic.9y,no,yes,no,cellular,sep,thu,305,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20684,34,admin.,single,high.school,no,no,no,cellular,sep,thu,204,1,12,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20685,27,admin.,single,university.degree,no,no,no,cellular,sep,thu,167,3,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20686,38,technician,single,professional.course,no,yes,no,cellular,sep,thu,386,2,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20687,83,retired,divorced,basic.4y,no,no,no,cellular,sep,thu,268,1,9,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20688,38,services,single,high.school,no,yes,no,telephone,sep,thu,1,1,9,3,success,-1.1,94.199,-37.5,0.879,4963.6,no
20689,24,technician,single,professional.course,no,yes,no,cellular,sep,fri,1042,5,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,yes
20690,29,admin.,single,university.degree,no,no,no,cellular,sep,fri,110,4,6,1,success,-1.1,94.199,-37.5,0.878,4963.6,no
20691,64,retired,divorced,basic.4y,no,yes,yes,telephone,sep,fri,211,2,6,2,success,-1.1,94.199,-37.5,0.878,4963.6,yes
20692,29,technician,single,professional.course,no,unknown,unknown,cellular,sep,fri,255,1,3,2,success,-1.1,94.199,-37.5,0.878,4963.6,yes
20693,38,services,single,high.school,no,no,no,cellular,sep,fri,256,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
20694,28,services,single,high.school,no,yes,yes,telephone,sep,fri,5,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
20695,31,student,single,unknown,no,yes,no,telephone,sep,mon,69,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20696,32,technician,married,university.degree,no,no,no,cellular,sep,mon,175,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20697,27,management,single,university.degree,no,no,no,cellular,sep,mon,303,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20698,69,retired,married,basic.4y,no,no,no,cellular,sep,mon,258,3,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,no
20699,29,technician,single,professional.course,no,yes,no,cellular,sep,mon,157,7,3,5,success,-1.1,94.199,-37.5,0.879,4963.6,no
20700,23,student,single,basic.9y,no,yes,yes,cellular,sep,mon,218,3,6,2,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20701,23,student,single,basic.9y,no,yes,no,cellular,sep,mon,502,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,no
20702,29,technician,single,professional.course,no,no,no,cellular,sep,mon,273,3,999,2,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20703,82,retired,married,university.degree,unknown,no,no,cellular,sep,mon,81,3,3,4,success,-1.1,94.199,-37.5,0.879,4963.6,no
20704,71,retired,married,high.school,no,no,no,cellular,sep,mon,363,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20705,33,services,married,professional.course,no,no,no,telephone,sep,mon,5,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,no
20706,31,blue-collar,single,basic.9y,no,yes,no,telephone,sep,mon,5,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20707,31,services,single,high.school,no,no,no,telephone,sep,mon,10,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20708,27,admin.,single,university.degree,no,yes,no,telephone,sep,mon,13,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20709,50,housemaid,divorced,basic.4y,no,no,no,telephone,sep,tue,57,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,no
20710,57,admin.,divorced,high.school,no,no,no,cellular,sep,tue,473,1,3,5,success,-1.1,94.199,-37.5,0.877,4963.6,yes
20711,30,technician,single,professional.course,no,no,no,cellular,sep,tue,275,1,999,5,failure,-1.1,94.199,-37.5,0.877,4963.6,no
20712,21,student,single,unknown,no,no,no,telephone,sep,tue,9,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,no
20713,25,management,single,university.degree,no,no,no,telephone,sep,tue,5,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,no
20714,30,technician,single,professional.course,no,no,no,cellular,sep,tue,706,1,6,1,success,-1.1,94.199,-37.5,0.877,4963.6,no
20715,84,retired,divorced,unknown,unknown,no,no,cellular,sep,tue,333,1,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,yes
20716,39,management,married,university.degree,no,yes,yes,cellular,sep,tue,358,2,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,yes
20717,82,housemaid,married,basic.4y,no,no,no,telephone,sep,tue,279,3,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,yes
20718,30,technician,single,professional.course,no,no,no,cellular,sep,tue,221,2,999,1,failure,-1.1,94.199,-37.5,0.877,4963.6,yes
20719,86,retired,married,unknown,unknown,yes,yes,cellular,sep,tue,211,1,7,4,success,-1.1,94.199,-37.5,0.877,4963.6,yes
20720,32,unemployed,married,high.school,no,no,no,telephone,sep,tue,6,1,999,1,failure,-1.1,94.199,-37.5,0.877,4963.6,no
20721,34,admin.,married,professional.course,no,yes,yes,cellular,sep,tue,409,1,999,1,failure,-1.1,94.199,-37.5,0.877,4963.6,yes
20722,34,admin.,married,professional.course,no,no,no,cellular,sep,tue,230,1,3,3,success,-1.1,94.199,-37.5,0.877,4963.6,yes
20723,31,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,194,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,yes
20724,53,management,divorced,university.degree,no,no,no,cellular,sep,tue,404,2,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,yes
20725,61,management,married,professional.course,no,no,no,cellular,sep,tue,380,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,no
20726,30,technician,single,professional.course,no,unknown,unknown,telephone,sep,tue,808,1,12,2,failure,-1.1,94.199,-37.5,0.877,4963.6,yes
20727,32,student,single,high.school,no,no,no,cellular,sep,tue,407,2,3,1,success,-1.1,94.199,-37.5,0.877,4963.6,no
20728,86,retired,married,unknown,unknown,yes,no,cellular,sep,tue,340,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,yes
20729,24,student,single,high.school,no,yes,yes,cellular,sep,wed,251,2,6,2,success,-1.1,94.199,-37.5,0.876,4963.6,yes
20730,52,admin.,married,professional.course,no,no,yes,cellular,sep,wed,506,3,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
20731,60,retired,married,high.school,no,no,no,cellular,sep,wed,1640,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
20732,19,student,single,basic.4y,no,yes,no,cellular,sep,wed,396,2,6,3,success,-1.1,94.199,-37.5,0.876,4963.6,yes
20733,36,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,331,1,6,4,failure,-1.1,94.199,-37.5,0.876,4963.6,yes
20734,33,technician,married,university.degree,no,yes,no,telephone,sep,wed,161,1,999,1,failure,-1.1,94.199,-37.5,0.876,4963.6,no
20735,23,student,single,professional.course,no,yes,no,cellular,sep,wed,316,1,8,2,success,-1.1,94.199,-37.5,0.876,4963.6,yes
20736,60,retired,married,high.school,no,no,no,cellular,sep,wed,200,1,6,1,success,-1.1,94.199,-37.5,0.876,4963.6,yes
20737,52,admin.,married,professional.course,no,no,no,cellular,sep,wed,953,2,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
20738,45,admin.,divorced,university.degree,no,no,yes,telephone,sep,wed,173,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,no
20739,39,entrepreneur,married,professional.course,no,no,no,telephone,sep,wed,511,3,6,1,success,-1.1,94.199,-37.5,0.876,4963.6,yes
20740,33,technician,married,university.degree,no,yes,no,cellular,sep,wed,110,1,999,1,failure,-1.1,94.199,-37.5,0.876,4963.6,no
20741,33,technician,married,university.degree,no,no,no,cellular,sep,wed,216,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
20742,23,student,single,professional.course,no,no,no,cellular,sep,wed,213,2,15,1,success,-1.1,94.199,-37.5,0.876,4963.6,yes
20743,34,admin.,married,high.school,no,no,yes,cellular,sep,wed,214,2,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,no
20744,35,admin.,married,university.degree,no,yes,no,telephone,sep,wed,7,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,no
20745,19,student,single,basic.6y,no,yes,no,cellular,sep,thu,161,2,6,4,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20746,29,technician,single,professional.course,no,no,yes,telephone,sep,thu,251,2,18,1,success,-1.1,94.199,-37.5,0.879,4963.6,no
20747,37,admin.,married,university.degree,no,no,yes,cellular,sep,thu,173,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20748,36,unemployed,single,high.school,no,yes,no,cellular,sep,thu,225,1,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20749,82,retired,divorced,basic.4y,no,yes,no,cellular,sep,thu,143,2,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20750,25,student,single,high.school,no,yes,no,cellular,sep,thu,574,3,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20751,41,admin.,married,unknown,no,yes,no,cellular,sep,thu,228,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,no
20752,31,admin.,married,university.degree,no,yes,no,cellular,sep,thu,193,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20753,33,technician,single,university.degree,no,yes,no,cellular,sep,thu,463,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20754,23,admin.,single,university.degree,no,no,no,cellular,sep,thu,270,3,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20755,24,admin.,single,university.degree,no,no,no,cellular,sep,thu,303,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20756,56,admin.,married,basic.9y,no,yes,yes,cellular,sep,thu,319,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20757,77,retired,married,basic.4y,no,yes,no,cellular,sep,thu,190,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20758,33,admin.,married,university.degree,no,yes,no,cellular,sep,thu,234,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20759,33,technician,married,unknown,no,yes,yes,cellular,sep,thu,414,1,9,3,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20760,19,student,single,basic.6y,no,yes,yes,cellular,sep,thu,452,5,13,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20761,38,admin.,married,university.degree,no,no,no,cellular,sep,thu,79,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20762,29,admin.,married,high.school,no,yes,no,cellular,sep,thu,147,3,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20763,23,student,single,basic.9y,no,yes,no,cellular,sep,thu,954,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20764,30,technician,single,university.degree,no,no,no,cellular,sep,thu,327,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20765,36,technician,married,university.degree,no,unknown,unknown,cellular,sep,thu,1334,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20766,34,technician,single,university.degree,no,no,no,cellular,sep,fri,152,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20767,34,technician,single,university.degree,no,yes,no,cellular,sep,fri,294,4,10,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20768,34,technician,single,university.degree,no,no,no,cellular,sep,fri,285,3,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20769,26,technician,single,university.degree,no,no,no,cellular,sep,fri,374,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20770,41,management,divorced,university.degree,no,no,no,cellular,sep,fri,164,5,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20771,36,technician,married,university.degree,no,yes,no,cellular,sep,fri,328,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20772,26,technician,single,university.degree,no,yes,no,cellular,sep,fri,284,3,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20773,34,technician,single,university.degree,no,no,no,cellular,sep,fri,155,4,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,no
20774,34,technician,single,university.degree,no,no,yes,telephone,sep,fri,231,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20775,31,services,single,high.school,no,yes,no,cellular,sep,fri,336,2,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20776,25,student,single,high.school,no,no,no,telephone,sep,mon,185,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
20777,48,housemaid,married,basic.4y,no,yes,no,telephone,sep,mon,9,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,no
20778,55,unemployed,married,basic.4y,no,yes,no,telephone,sep,tue,6,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20779,50,management,married,university.degree,no,no,no,telephone,sep,tue,84,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20780,38,blue-collar,single,high.school,no,yes,no,cellular,sep,wed,263,1,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20781,41,unemployed,married,high.school,no,yes,yes,cellular,sep,wed,175,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20782,33,admin.,married,university.degree,no,no,no,cellular,sep,wed,208,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20783,33,admin.,married,university.degree,no,no,yes,cellular,sep,wed,397,1,999,2,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20784,33,technician,married,professional.course,no,no,no,cellular,sep,wed,569,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20785,32,technician,married,basic.9y,no,yes,no,cellular,sep,wed,155,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20786,32,technician,married,basic.9y,no,no,no,cellular,sep,wed,183,1,6,5,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20787,41,unemployed,married,high.school,no,no,no,cellular,sep,wed,182,1,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20788,33,admin.,married,university.degree,no,yes,yes,telephone,sep,wed,396,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20789,50,management,married,university.degree,no,no,no,cellular,sep,thu,718,4,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,no
20790,28,blue-collar,single,university.degree,no,yes,no,cellular,sep,thu,62,2,999,1,failure,-1.1,94.199,-37.5,0.878,4963.6,no
20791,37,admin.,married,high.school,no,yes,no,cellular,sep,thu,155,1,999,1,failure,-1.1,94.199,-37.5,0.878,4963.6,no
20792,26,self-employed,single,university.degree,no,yes,no,cellular,sep,thu,318,1,6,4,success,-1.1,94.199,-37.5,0.878,4963.6,no
20793,28,blue-collar,single,university.degree,no,unknown,unknown,cellular,sep,thu,744,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
20794,31,technician,married,university.degree,no,no,no,cellular,sep,thu,261,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
20795,29,admin.,single,university.degree,no,yes,no,cellular,sep,thu,180,2,8,2,success,-1.1,94.199,-37.5,0.878,4963.6,no
20796,26,self-employed,single,university.degree,no,yes,no,cellular,sep,thu,333,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
20797,22,services,single,professional.course,no,yes,no,cellular,sep,thu,84,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,no
20798,58,admin.,married,high.school,no,no,no,cellular,sep,thu,337,1,6,1,success,-1.1,94.199,-37.5,0.878,4963.6,yes
20799,42,admin.,single,high.school,no,no,no,cellular,sep,thu,209,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
20800,23,student,single,high.school,no,no,yes,cellular,sep,thu,409,2,3,2,success,-1.1,94.199,-37.5,0.878,4963.6,yes
20801,21,student,single,unknown,no,no,no,cellular,sep,thu,145,1,999,1,failure,-1.1,94.199,-37.5,0.878,4963.6,no
20802,53,technician,married,university.degree,no,no,no,cellular,sep,thu,156,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
20803,30,housemaid,single,university.degree,no,no,no,cellular,sep,thu,103,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
20804,31,technician,married,university.degree,no,no,no,cellular,sep,thu,244,1,3,1,success,-1.1,94.199,-37.5,0.878,4963.6,yes
20805,35,technician,married,professional.course,no,yes,no,cellular,sep,thu,317,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,no
20806,33,admin.,married,university.degree,no,yes,no,cellular,sep,thu,272,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
20807,35,technician,married,professional.course,no,yes,no,cellular,sep,thu,447,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,no
20808,54,admin.,divorced,university.degree,no,yes,no,cellular,sep,thu,112,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,no
20809,35,technician,married,professional.course,no,yes,no,cellular,sep,thu,390,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
20810,33,admin.,married,university.degree,no,yes,no,telephone,sep,thu,217,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
20811,30,services,single,high.school,no,yes,no,cellular,sep,thu,405,1,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,no
20812,21,student,single,unknown,no,no,no,cellular,sep,thu,150,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
20813,32,technician,married,high.school,no,no,no,cellular,sep,thu,245,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
20814,58,admin.,married,university.degree,no,no,no,cellular,sep,thu,272,4,6,1,success,-1.1,94.199,-37.5,0.878,4963.6,yes
20815,29,admin.,single,high.school,no,no,no,cellular,sep,thu,134,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
20816,28,management,single,university.degree,no,no,no,cellular,sep,fri,133,4,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,no
20817,30,technician,single,university.degree,no,yes,no,cellular,sep,fri,173,2,15,4,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20818,36,admin.,divorced,university.degree,no,yes,yes,cellular,sep,fri,157,3,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20819,23,student,single,university.degree,no,yes,no,cellular,sep,fri,349,2,999,4,failure,-1.1,94.199,-37.5,0.879,4963.6,no
20820,31,admin.,married,university.degree,no,yes,no,cellular,sep,fri,232,2,13,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20821,33,unemployed,single,unknown,no,yes,no,cellular,sep,fri,224,2,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
20822,33,technician,single,professional.course,no,yes,no,cellular,sep,fri,246,9,999,2,failure,-1.1,94.199,-37.5,0.879,4963.6,no
20823,26,technician,single,professional.course,no,yes,no,cellular,sep,fri,249,1,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20824,33,technician,single,professional.course,no,yes,no,cellular,sep,fri,395,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20825,25,student,single,unknown,no,no,no,cellular,sep,fri,732,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20826,60,retired,married,professional.course,no,no,no,telephone,sep,fri,618,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,no
20827,51,admin.,divorced,high.school,no,yes,no,telephone,sep,fri,19,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20828,27,admin.,single,high.school,no,no,no,telephone,sep,mon,6,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20829,31,admin.,single,high.school,no,no,no,cellular,sep,mon,262,5,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20830,34,technician,married,professional.course,no,yes,no,telephone,sep,mon,157,5,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20831,48,services,married,basic.6y,no,no,no,cellular,sep,mon,188,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20832,32,admin.,married,high.school,no,no,no,cellular,sep,mon,169,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20833,30,student,single,professional.course,no,unknown,unknown,cellular,sep,mon,132,4,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,no
20834,32,admin.,single,university.degree,no,yes,no,cellular,sep,mon,290,4,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20835,32,admin.,married,high.school,no,yes,no,cellular,sep,mon,156,2,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,no
20836,30,student,single,professional.course,no,yes,no,telephone,sep,mon,379,3,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20837,30,student,single,professional.course,no,yes,no,cellular,sep,mon,1616,4,19,1,success,-1.1,94.199,-37.5,0.879,4963.6,no
20838,30,student,single,professional.course,no,no,no,cellular,sep,mon,162,2,9,2,failure,-1.1,94.199,-37.5,0.879,4963.6,no
20839,32,admin.,married,high.school,no,yes,no,cellular,sep,mon,1298,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20840,48,unemployed,married,professional.course,no,yes,no,cellular,sep,mon,315,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
20841,32,admin.,single,university.degree,no,yes,no,cellular,sep,mon,990,4,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
20842,32,admin.,single,university.degree,no,yes,no,telephone,sep,tue,6,1,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,no
20843,30,student,single,professional.course,no,no,no,cellular,sep,tue,104,1,999,2,failure,-1.1,94.199,-37.5,0.88,4963.6,no
20844,30,student,single,professional.course,no,no,no,telephone,sep,tue,237,2,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,no
20845,30,student,single,professional.course,no,yes,no,cellular,sep,tue,282,2,6,1,success,-1.1,94.199,-37.5,0.88,4963.6,yes
20846,29,admin.,single,university.degree,no,no,no,cellular,sep,tue,600,2,3,3,success,-1.1,94.199,-37.5,0.88,4963.6,yes
20847,22,student,single,high.school,no,no,no,telephone,sep,wed,13,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,no
20848,40,admin.,divorced,high.school,no,yes,yes,telephone,sep,wed,21,1,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6,no
20849,35,admin.,married,university.degree,no,no,yes,cellular,sep,wed,242,2,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6,no
20850,35,admin.,married,university.degree,no,yes,no,cellular,sep,wed,110,2,18,2,failure,-1.1,94.199,-37.5,0.886,4963.6,no
20851,30,student,single,high.school,no,yes,no,cellular,sep,wed,201,2,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,no
20852,42,management,married,university.degree,no,yes,no,cellular,sep,wed,232,1,3,2,success,-1.1,94.199,-37.5,0.886,4963.6,yes
20853,34,admin.,married,university.degree,no,no,yes,cellular,sep,wed,245,3,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,yes
20854,42,admin.,divorced,university.degree,no,yes,no,cellular,sep,wed,211,1,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6,no
20855,42,admin.,divorced,university.degree,no,no,no,cellular,sep,wed,678,1,16,1,success,-1.1,94.199,-37.5,0.886,4963.6,yes
20856,41,admin.,married,unknown,no,no,no,cellular,sep,wed,845,1,7,3,success,-1.1,94.199,-37.5,0.886,4963.6,yes
20857,50,management,married,university.degree,no,yes,no,cellular,oct,fri,197,2,999,0,nonexistent,-1.1,94.601,-49.5,0.942,4963.6,no
